Country,Year,GDP growth (annual %),"Population, total",Gini index,"School enrollment, secondary (% gross)",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),General government final consumption expenditure (% of GDP),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Trade Openness (% of GDP),"Inflation, consumer prices (annual %)",Rule of Law - estimate,Rule of Law - pctrank,Wealth,Gender Inequality Index,fi_index,Access to electricity (% of population) (lag 5),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+) (lag 5),"Commercial bank branches (per 100,000 adults) (lag 7)",Domestic credit to private sector (% of GDP) (lag 7),Individuals using the Internet (% of population) (lag 4),Mobile cellular subscriptions (per 100 people) (lag 4),Urban population (% of total population) (lag 5)
Mexico,2007,2.07786393438754,108774360,..,84.0887069702148,..,..,9.94789283371053,26.7810613279257,28.4774630665241,55.25852439444979,3.96684905458235,-0.542932212352753,35.8851661682129,0.7068,,0.3574761592780702,97.9,22.19333333333333,8.706603733790969,14.3477809538876,12.9,29.3838657,75.365
Mexico,2008,0.943331863036903,110374288,50.8,86.0763092041016,6,16.6,10.2592375010335,27.0200612345202,29.3452206517371,56.3652818862573,5.12498274575896,-0.689283549785614,28.8461532592773,0.7114,,0.4321229209914538,97.4,22.19333333333333,8.706603733790969,12.240977231732,14.1,36.99151884,75.682
Mexico,2009,-6.29525055780502,111999721,..,85.9423217773438,..,..,11.3834438576777,26.5132697232887,28.0784724080616,54.5917421313503,5.29735584228856,-0.56286883354187,35.0710906982422,0.7090000000000001,,0.4378577725915112,98.6,22.193333333333335,11.1570229308629,14.1782625347913,17.2,44.69619916,75.997
Mexico,2010,4.9713345832195,113623895,47.7,87.2729263305664,4.7,14.3,11.2739649249476,29.0174601154993,30.2559244138859,59.2733845293852,4.15672722680174,-0.552031338214874,35.5450248718262,0.7076,,0.4701583325580405,98.9,22.19333333333333,11.1570229308629,14.6412754628782,19.5,51.82629303,76.308
Mexico,2011,3.44404505794418,115243504,..,88.3800888061523,..,..,11.3282462816794,30.4429662274867,31.7194210489631,62.1623872764498,3.40737824605742,-0.549887716770172,34.2723007202148,0.7128,,0.4384225979446324,99.1,22.19333333333333,11.1570229308629,14.1054932641584,20.8,61.45672658,76.616
Mexico,2012,3.55321075993527,116818208,49.6,90.6936187744141,4.2,13.5,11.4486765368681,31.539450391413,32.7184814985984,64.2579318900114,4.11150981070289,-0.53518009185791,38.0281677246094,0.7138,,0.4607049914870267,97.9,22.19333333333333,11.1948442315992,15.3135908131833,21.7,68.65461989,76.92
Mexico,2013,0.852101559410627,118343573,..,93.2623062133789,..,..,11.7127320792546,30.755800584349,31.9358741892317,62.6916747735807,3.80639069747204,-0.549416422843933,35.2112693786621,0.7145,,0.4600646153536499,98.9,22.19333333333333,11.5524409995789,18.3518916727969,26.3,74.91580596,77.222
Mexico,2014,2.50376350288664,119784261,48.9,97.3196868896484,4,13.1,11.7538929143727,31.462992199988,32.6354168351336,64.09840903512159,4.01861608078679,-0.406688004732132,39.4230766296387,0.7143,,0.4572027200722147,98.3,27.43,12.745846124186,20.4394698049344,31.1,81.2063834,77.52
Mexico,2015,2.70232342550646,121072306,..,100.982269287109,..,..,11.901246126141,34.1627726873238,36.2502019889402,70.412974676264,2.72064064964023,-0.454765856266022,39.0476188659668,0.7160000000000001,,0.4610365467559242,99.2,27.43,14.1722031292067,19.7553753221619,37.2,82.85839199,77.815
Mexico,2016,1.77249323845399,122251351,46.9,102.871368408203,2.3,8.9,11.5736804911904,36.8156772514808,38.8746261573743,75.6903034088551,2.8217078474766,-0.579800665378571,30.9523811340332,0.7126,,0.47679981229068,99.0,27.43,13.9206230360155,21.6119225648182,39.8,87.0169211,78.111
Mexico,2017,1.87172853327193,123400057,..,105.11018371582,..,..,11.2156675514112,37.5140886198874,39.438037420838,76.9521260407254,6.04145724018986,-0.584648728370667,30.9523811340332,0.7159,,0.4692711145055296,99.1,31.333333333333332,14.362238415439,22.3237750257634,43.5,91.01095461,78.405
Mexico,2018,1.97208210249194,124573711,46,105.964653015137,1.9,7.8,11.256296772473,39.0439304419331,41.1687312149645,80.21266165689761,4.89935015356551,-0.641221523284912,28.0952377319336,0.7210000000000001,,0.4835049161153596,99.1,35.236666666666665,14.6884896365235,23.5848328387345,44.4,88.37316756,78.699
Mexico,2019,-0.392690521579212,125762982,..,105.515609741211,..,..,11.1079031030718,38.5296507981357,38.9323214713109,77.46197226944659,3.63596142127046,-0.657918453216553,26.6666660308838,0.7166,,0.4949885333492394,99.2,39.14,15.1544084982621,24.9270563810171,57.4,89.62827659,78.993
Mexico,2020,-8.3540345574586,126799054,44.6,102.58154296875,2.1,8.2,12.1968302786958,39.2353720920404,37.6191836167519,76.8545557087923,3.39683415570006,-0.642182171344757,29.0476188659668,0.7123,,0.4940283366485396,99.0,38.403333333333336,15.0730387027575,27.859059328804,59.5,91.94482417,79.285
Mexico,2021,6.04848344290505,127648148,..,98.3202514648438,..,..,11.4047335537777,40.5691931934194,42.5001044268083,83.0692976202277,5.68920847683753,-0.807996511459351,22.8571434020996,0.7106,,0.4909065396793428,99.5,37.666666666666664,14.9443656169499,28.1836821076474,53.0,93.07232465,79.577
Mexico,2022,3.68911109348025,128613117,43.5,98.3576583862305,1.2,4.7,11.0923787710267,42.7321338900631,45.6549555869321,88.3870894769952,7.8962761916855,-0.869425058364868,20.7547168731689,0.7048,,0.5019561568173145,100.0,36.93,14.1165081939731,30.8304978674097,56.7,96.89668563,79.867
Mexico,2023,3.19998116598492,129739759,..,..,..,..,11.1372250364127,35.9817308051803,37.1760448278547,73.157775633035,5.52796087314389,-0.806393921375275,24.056604385376,0.7016,,0.5054627972346764,99.5,36.93,14.1936498746495,32.9508423866166,69.6,97.561569,80.156
Mexico,2024,..,..,..,..,..,..,..,..,..,,4.72225588452932,,,,,,,,,,,,
Peru,1975,4.30086316548426,15333957,..,46.1114501953125,..,..,12.025892379037,10.5626215935701,21.359858303281,31.9224798968511,23.6187352963326,,,,,,,,,,,,
Peru,1976,1.44711099517411,15716809,..,49.1084289550781,..,..,11.8627940384468,11.72908337768,19.6897934079273,31.418876785607303,33.4832756634566,,,,,,,,,,,,
Peru,1977,0.349063699303812,16109806,..,52.0903816223145,..,..,13.70401429264,15.4747805945055,22.1190471008435,37.593827695349,38.0540914196793,,,,,,,,,,,,
Peru,1978,-2.64250297882154,16516059,..,57.323070526123,..,..,10.8648325674039,20.1828888617999,19.5280260814932,39.7109149432931,57.8487826251505,,,,,,,,,,,,
Peru,1979,4.09075057410003,16933139,..,58.7470092773438,..,..,8.38733301614957,27.005023253703,18.5821121745281,45.5871354282311,66.6944229664876,,,,,,,,,,,0.0,
Peru,1980,5.94333539830841,17360949,..,59.7627105712891,..,..,13.3615299026563,25.5205221140736,22.1228759388267,47.643398052900295,59.1450712444914,,,,,,,,,,,0.0,61.461
Peru,1981,5.55204181484046,17798805,..,59.2296409606934,..,..,13.1256120391474,18.561803025361,22.7182468377576,41.280049863118606,75.4332687576064,,,,,,,,,,,0.0,62.093
Peru,1982,-0.2227234441863,18246503,..,58.7064094543457,..,..,13.8129329400685,18.8184767340648,22.251977207739,41.0704539418038,64.4481585387929,,,,,,,,,9.31933543780136,,0.0,62.719
Peru,1983,-10.408085798297,18705957,..,60.419750213623,..,..,13.4517636112299,21.7352180455136,21.5015821512132,43.236800196726804,111.150635209157,,,,,,,,,8.49407207539135,,0.0,63.341
Peru,1984,3.60828653816966,19174716,..,61.090648651123,..,..,11.7997926413524,21.8165055057893,17.3735558043023,39.1900613100916,110.208519562543,,,,,,,,,7.13359674027205,,0.0,63.96
Peru,1985,2.06113206625895,19648204,..,61.7587585449219,..,..,11.7228852406873,26.1450554489082,18.7336540325664,44.8787094814746,163.399505243688,,,,,,,,,6.08778798695608,,0.0,64.574
Peru,1986,9.42596236073652,20117122,..,62.2065315246582,..,..,12.4309304720086,16.442611490561,18.0737201247906,34.5163316153516,77.9210255473595,,,,,,,,,6.13360311060857,,0.0,65.182
Peru,1987,9.72614643050372,20582320,..,62.8966102600098,..,..,12.2047640228817,12.6654214090224,14.6854869687991,27.3509083778215,85.8223062381846,,,,,,,,,8.95031624479363,,0.0,65.61
Peru,1988,-9.44127344629392,21054702,..,63.7444915771484,..,..,8.5077600860946,15.0994904239533,18.122300537411,33.2217909613643,667.019328585961,,,,,,,,,11.6347612717009,,0.0,66.031
Peru,1989,-12.3120414471296,21532589,..,65.5274429321289,..,..,8.58435859444137,11.3296364132411,11.2071241874214,22.5367606006625,3398.67901005332,,,,,,,,,11.5706334927974,,0.0,66.449
Peru,1990,-4.98256353646605,22014771,..,66.2543411254883,..,..,7.27374848190843,15.697191461944,13.772485437739,29.469676899683,7481.66361124526,,,,,,,,,13.4170722208641,,0.0,66.864
Peru,1991,2.2192591027909,22483775,..,65.7239532470703,..,..,7.61217251643866,12.2023866654061,14.4568674464779,26.659254111884003,409.530166622023,,,,,,,,,12.0536520691504,,0.0,67.277
Peru,1992,-0.540509124723926,22946340,..,64.518798828125,..,..,7.85955799014648,12.51350576868,15.4637863865267,27.977292155206698,73.5282942442641,,,,,,,,,9.8086105935753,,0.0,67.687
Peru,1993,5.24357700773291,23413783,..,64.1740570068359,..,..,7.98563822184906,12.4506751041035,16.3159114665164,28.7665865706199,48.5799864468885,,,,,,,,,8.478288173376,,0.0,68.095
Peru,1994,12.3083661848445,23881493,..,67.4488372802734,..,..,8.79700544740766,12.771482770164,16.1515129997261,28.9229957698901,23.7369050565046,,,,,,,,,7.49064976713593,0.0,0.007462991,68.499
Peru,1995,7.41139504735119,24348919,..,67.6240463256836,..,..,9.87834994969359,12.5998852514905,18.3273325960603,30.9272178475508,11.1287029707089,,,0.6649,,,,,,8.86295614679566,,0.025240218,68.901
Peru,1996,2.79897307912609,24811171,..,69.1765289306641,..,..,10.3594236243234,13.3165199179977,18.3376841732667,31.654204091264404,11.5379424115177,-0.696724593639374,28.1407032012939,0.665,,,,,,8.28238804812434,,0.093503571,69.3
Peru,1997,6.47682442079709,25274147,53.3,69.3911972045898,19.8,35.9,10.2385332945999,14.4772602562861,18.9922855943966,33.4695458506827,8.56218948953653,,,0.665,,,70.1,,,8.01727273669053,,0.154376891,69.697
Peru,1998,-0.391537555833821,25738095,55.1,77.0742416381836,19.4,34.9,10.9812652995953,13.7029018488677,19.2501199365259,32.9530217853936,7.24782175213469,-0.738637685775757,28,0.6649,,,64.7489929199219,,,6.97792993174603,0.0085,0.21765183,70.089
Peru,1999,1.49491064308833,26186504,54.8,78.2726364135742,19.3,36.3,11.5489906334077,15.3968880071118,17.8088885487375,33.2057765558493,3.46965996293019,,,0.665,,,66.0529327392578,,,9.07959617883951,0.0334,0.300800992,70.521
Peru,2000,2.69437139806912,26598331,49.1,80.6369094848633,19.3,35.4,11.4506268550924,16.7683737208169,18.7696584415009,35.538032162317805,3.75733833344474,-0.718046724796295,29.8507461547852,0.665,,,67.3548355102539,,,11.1164859235556,0.246,0.806879781,70.951
Peru,2001,0.617892325624297,26964601,51.3,83.6432189941406,20.3,37.5,11.7171706103755,16.6013795219337,18.4630219090874,35.064401431021096,1.97709878502053,,,0.7084,,,67.0,,,13.2835593787724,0.403,1.662951236,71.377
Peru,2002,5.45352893818767,27288217,53.6,85.0296936035156,17.5,34.2,11.165025870435,17.2748078529874,17.9743734787821,35.2491813317695,0.193135003853722,-0.557922065258026,36.3184089660645,0.7075,,,69.16024,,,15.8738764208443,1.19,2.876425359,71.798
Peru,2003,4.16502313666112,27580490,53.1,78.40087890625,14.7,32.3,11.518716629881,19.0146669472489,18.6099433778513,37.62461032510021,2.25937753363072,-0.588656902313232,33.8308448791504,0.7139,,0.1663086963038641,72.072063,22.193333333333335,8.70660373379097,21.025323363273,1.95,3.859914577,72.216
Peru,2004,4.95820320611745,27852190,49.9,81.7232894897461,16.3,32.8,11.2562792024042,22.91223375085,19.0238445170772,41.9360782679272,3.66247320092233,-0.545422077178955,36.0576934814453,0.7018,,0.1663086963038641,74.078523,22.193333333333335,8.706603733790969,24.4097995545657,3.08,4.779155172,72.631
Peru,2005,6.28506032509601,28101180,50.4,82.7753372192383,17.8,35.2,11.444512241325,26.8487611117093,20.5085563651301,47.3573174768394,1.61630193862544,-0.700787901878357,30.1435413360596,0.6952,,0.1363623959560628,72.5,22.193333333333335,8.706603733790969,28.1910496598723,7.58,6.638127117,73.042
Peru,2006,7.5288990440594,28324491,50.3,85.7075805664062,15.6,30.4,10.9166950883829,30.536636453521,21.2484195803232,51.7850560338442,2.00225801248819,-0.70465487241745,27.7511959075928,0.7028,,0.1544129911075759,72.1,22.19333333333333,8.70660373379097,28.9773282546112,8.97,8.43967421,73.448
Peru,2007,8.5183877690955,28530699,50,88.6508178710938,13.2,26.5,10.455030294689,31.5221165305465,24.165996753135,55.6881132836815,1.77998644680372,-0.751626133918762,26.3157901763916,0.7030000000000001,,0.1844897166372084,74.4,22.19333333333333,8.706603733790969,26.3416775572587,11.6,10.60821354,73.85
Peru,2008,9.1265683014642,28719041,47.5,89.8375473022461,10.9,22.7,10.3708617908307,29.7276302098838,28.7061371800215,58.4337673899053,5.78587598206755,-0.730335593223572,25.9615383148193,0.6931,,0.2264260574551549,74.4,22.19333333333333,8.706603733790969,23.4478078840921,14.1,14.67186871,74.249
Peru,2009,1.0958236592427,28896811,47,93.4648818969727,8.8,20.5,11.466355995307,26.4420527390278,21.669876876324,48.1119296153518,2.936231535967,-0.624266803264618,31.7535552978516,0.6849000000000001,,0.2257260783487154,75.7,22.193333333333335,4.15933021749164,22.2020482940238,17.1,19.83622779,74.644
Peru,2010,8.33245910749577,29086019,45.5,95.7563323974609,6.8,17.8,10.5258359246036,27.8261641521747,23.8466447848286,51.6728089370033,1.52832059732901,-0.566099524497986,34.5971565246582,0.6858000000000001,,0.2485296451548237,77.2,22.19333333333333,4.15933021749164,19.9857411626907,20.7,32.13408596,75.034
Peru,2011,6.32719240161117,29304086,44.7,97.1125869750977,6.5,16.3,10.3623514688753,30.5027597563889,25.4855205274718,55.9882802838607,3.36931095333853,-0.580825686454773,32.3943672180176,0.6841,,0.2773092368602334,80.2,22.19333333333333,4.15933021749164,17.9102399219746,25.2,53.90572862,75.421
Peru,2012,6.13972470560435,29550366,44.4,95.9883804321289,6.1,14.8,10.8712123448481,27.4496143710972,25.1702808921321,52.6198952632293,3.61121294940163,-0.58197021484375,34.2723007202148,0.6781,,0.3068003120898545,82.0,22.19333333333333,4.28499267328807,19.066421608863,30.6,72.73380352,75.803
Peru,2013,5.85251821084928,29817919,43.9,101.042098999023,5.4,14,11.5009309068431,24.8082994208508,24.9788430262935,49.787142447144305,2.76789666082002,-0.574419617652893,34.2723007202148,0.6892,,0.3318601161933584,84.7,22.19333333333333,4.45797770518099,20.8131640208248,31.4,85.14627675,76.052
Peru,2014,2.38215737180541,30115826,43.1,99.2948989868164,4.8,13.1,12.4020903759554,22.6069703758151,24.2461507154749,46.85312109129,3.41194579807465,-0.522552609443665,34.1346168518066,0.6696000000000001,,0.3774107531806189,86.4,20.46,5.1266936706306,24.6070736917389,34.8,99.60853686,76.241
Peru,2015,3.25224477218451,30457600,43.4,99.5942687988281,4.7,12.8,12.9655733799238,21.2873252858958,23.875443403219,45.1627686891148,3.39809194746308,-0.499649614095688,37.1428565979004,0.6861,,0.4752401967597493,88.1,20.46,6.6298100559419,29.7639607500021,36.0,110.1218612,76.43
Peru,2016,3.95331871520767,30866494,43.6,101.344680786133,4.6,12.4,13.1636888035228,22.6003137409908,22.7885274554247,45.3888411964155,3.55717663556279,-0.496036291122437,33.8095245361328,0.6874,,0.4865244953789716,89.7,20.46,6.74316089961862,30.0145290325562,38.2,98.78481683,76.617
Peru,2017,2.51883544233135,31324637,43.3,100.209571838379,4.5,12.4,13.2122751962604,24.7198719746973,22.7936783872998,47.5135503619971,2.99490045809443,-0.523281574249268,31.9047622680664,0.7035,,0.4855358771050132,91.1,23.3,6.84419654543567,30.261687153432,39.2,99.18268397,76.804
Peru,2018,3.969351341365,31897584,42.4,98.6095199584961,3.6,10.7,13.0774424949562,25.1921846722472,23.4392854994888,48.631470171736,1.50915423024742,-0.56674337387085,31.4285717010498,0.6945,,0.4988980562494534,92.1,26.14,7.10325436850144,32.3092275000503,40.2,105.0276552,76.989
Peru,2019,2.24063176875049,32449303,41.5,97.7029800415039,3,9.6,13.2443725852511,24.0390874349068,22.9044179405342,46.943505375441,2.25212191358027,-0.520058035850525,32.3809509277344,0.6717000000000001,,0.5160922807173984,92.9,28.98,7.72711349614699,34.0437468209084,40.9,111.4742209,77.173
Peru,2020,-10.9333065010382,32838579,43.7,97.5327911376953,5.8,17.4,15.8181030380089,23.0114431429931,21.2345240547509,44.245967197744,2.00241205759292,-0.382843524217606,39.523811340332,0.7090000000000001,,0.5448114591227418,93.9,33.52,7.88992227817477,37.7199291764532,45.5,118.631109,77.357
Peru,2021,13.3552295093079,33155882,40.1,98.1648101806641,2.8,10,13.748263849359,29.1453585008766,26.1288963774221,55.274254878298706,4.27166381536798,-0.532514691352844,32.3809509277344,0.6978000000000001,,0.5589242548855845,94.2,38.06,8.20784612815067,40.8996268175973,50.5,123.1285796,77.539
Peru,2022,2.72550021563363,33475438,40.3,99.1219863891602,2.7,9.5,13.3719583340826,28.9044343292124,28.3466391065968,57.251073435809204,8.33370630096231,-0.552831411361694,31.1320762634277,0.6910000000000001,,0.5726761398923679,94.8,42.6,8.34542168801821,43.8679314540477,55.1,130.8994047,77.72
Peru,2023,-0.55018230632048,33845617,..,105.903396606445,..,..,13.6736669794183,27.0886151757731,23.8208931387619,50.909508314535,6.45561348369586,-0.538132667541504,30.1886787414551,0.6910000000000001,,0.5775930349844343,95.2,42.6,8.16745728279023,42.8090253456419,60.0,121.3854737,77.907
Peru,2024,..,..,..,..,..,..,..,..,..,,2.00770739412712,,,,,,,,,,,,
Costa Rica,1975,2.10007104948492,2092719,..,41.6517601013184,..,..,15.2214275568679,30.0620070103543,38.5477788138235,68.6097858241778,17.3692020226552,,,,,,,,,,,,
Costa Rica,1976,5.51756440295588,2147774,..,42.2046318054199,..,..,15.9917970941593,28.9089554837586,34.9107160130782,63.819671496836804,3.48583333291706,,,,,,,,,,,,
Costa Rica,1977,8.90447443155173,2205025,..,43.2003402709961,..,..,15.9817250582348,30.8689102619549,36.3347734077479,67.2036836697028,4.1902404526167,,,,,,,,,,,,
Costa Rica,1978,6.2676868244256,2264510,..,..,..,..,16.7868347048052,28.1811893823121,36.0314506577728,64.21264004008489,6.00712709994902,,,,,,,,,,,,
Costa Rica,1979,4.93912395498313,2326490,..,46.8539695739746,..,..,18.0520694061125,26.922831792551,37.1933582101753,64.1161900027263,9.18841043700977,,,,,,,,,,,0.0,
Costa Rica,1980,0.751895403326316,2390633,..,47.2580413818359,..,..,18.2205259065481,26.4778828613999,36.8190209161774,63.2969037775773,18.135170796071,,,,,,,,,,,0.0,41.349
Costa Rica,1981,-2.26165550729665,2456637,47.5,46.8585205078125,25.9,44.4,15.7374343442829,43.2683564589034,48.1761803892269,91.4445368481303,37.0563415239514,,,,,,,,,,,0.0,41.698
Costa Rica,1982,-7.28556884666179,2524806,..,45.874698638916,..,..,14.5550336360716,45.083898499245,42.1648716786651,87.2487701779101,90.1213328504166,,,,,,,,,,,0.0,42.046
Costa Rica,1983,2.86299270239464,2595153,..,43.5196685791016,..,..,15.1005304916714,36.0372426806069,36.7828696042192,72.82011228482611,32.6237081487831,,,,,,,,,,,0.0,42.396
Costa Rica,1984,8.02410790730326,2667595,..,41.8402099609375,..,..,15.6447206904569,34.3819953144238,33.9715319650404,68.3535272794642,11.9474270118864,,,,,,,,,,,0.0,42.747
Costa Rica,1985,0.721601729268301,2741894,..,40.2524681091309,..,..,15.7513295789507,30.7232020242543,32.476134272569,63.1993362968233,15.0574196445756,,,,,,,,,,,0.0,43.099
Costa Rica,1986,5.53625084315689,2817216,34.4,40.8488616943359,13.9,28.6,15.3909107536602,31.3409925326254,30.4952199961635,61.8362125287889,11.8350618936099,,,,,,,,,,,0.0,43.45
Costa Rica,1987,4.76453327969497,2892699,..,41.3447799682617,..,..,14.9900855224729,31.6323145191391,35.7664864652094,67.3988009843485,16.8424201630394,,,,,,,,,,,0.0,43.803
